Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
velazquezlinda@example.com,(706)283-7202,313,18-25,Married with Kids,478869,urgent need to buy,1
tmccormick@example.net,(358)973-6264x1933,838,26-35,Single,239297,urgent need to buy,1
jason33@example.com,(358)748-3091x874,537,51+,Married with Kids,927468,just browsing,0
morenocharles@example.com,392.490.0055,518,18-25,Married,940630,not interested,0
alvarezholly@example.org,001-757-313-2536x343,573,18-25,Married with Kids,539319,urgent need to buy,1
zkramer@example.org,(913)734-9645x1617,500,26-35,Married,804614,urgent need to buy,1
pjacobs@example.org,903.628.0513x489,342,51+,Married with Kids,854402,urgent need to buy,1
ebrown@example.org,2074014560,629,51+,Married,706174,need home loan,0
ryanhernandez@example.net,(803)802-1989x703,386,36-50,Married with Kids,628710,want to buy soon,1
xgill@example.org,846-497-6373x45592,337,26-35,Married with Kids,778619,urgent need to buy,1
thomasbaker@example.net,815.480.1815,826,18-25,Married with Kids,359021,want to buy soon,1
tsmith@example.net,5888955783,336,18-25,Single,911029,want to buy soon,1
mccallmichael@example.net,001-944-852-6260x34910,648,36-50,Married with Kids,908252,just browsing,0
scottmary@example.net,001-227-970-2605,669,36-50,Single,131397,job relocation,1
robinsongregory@example.net,631.374.4411,659,26-35,Married with Kids,991068,want to buy soon,1
hwashington@example.net,750-931-0954x910,727,51+,Single,932332,want to buy soon,1
lisacox@example.com,647.226.8806,446,51+,Married,807656,just browsing,0
webbkimberly@example.org,(506)711-0911x81942,647,51+,Single,637638,job relocation,1
tammybradshaw@example.com,001-702-481-9296x4656,519,36-50,Married,137982,urgent need to buy,1
washingtonchad@example.org,783-336-2417x44163,330,26-35,Single,599213,not interested,0
april76@example.org,(893)846-1362,497,36-50,Married,590352,not interested,0
katelyn17@example.com,259.233.6681x37030,850,51+,Married,241666,urgent need to buy,1
shirleybean@example.org,(661)534-3346x8807,391,36-50,Married,159518,urgent need to buy,1
kimberlyrios@example.net,+1-607-334-4746,796,26-35,Married,590682,just browsing,0
emckinney@example.com,001-743-256-6328x0731,617,36-50,Single,888927,need home loan,0
reevesdanielle@example.net,616-640-2816x553,569,36-50,Married with Kids,446484,want to buy soon,1
icarson@example.org,(794)979-2252x383,795,36-50,Married,256987,urgent need to buy,1
daniel98@example.org,+1-215-761-5281,830,36-50,Married,982986,need home loan,0
sarah39@example.org,893-579-2311,500,18-25,Married with Kids,191789,need home loan,0
davisconnie@example.com,(842)948-7141,817,36-50,Single,422621,just browsing,0
bowmansheri@example.com,276.499.6902x722,495,26-35,Single,959382,urgent need to buy,1
rcoleman@example.net,+1-398-598-2384x51397,665,26-35,Married,879932,want to buy soon,1
carpenterjonathan@example.org,207.933.0916x601,405,36-50,Married with Kids,172493,need home loan,0
andrewgraham@example.com,554-569-9750x187,626,18-25,Married,937180,urgent need to buy,1
cmcpherson@example.org,738.432.0767,515,36-50,Married,564512,urgent need to buy,1
guerrakathryn@example.org,309.351.0251,345,26-35,Married with Kids,101176,need home loan,0
kristina47@example.org,(677)862-5267,703,26-35,Married,883622,just browsing,0
kristinscott@example.org,682.330.7800x87023,516,36-50,Married with Kids,643450,just browsing,0
whitney67@example.com,001-974-299-5585,360,26-35,Married with Kids,687820,need home loan,0
christinaholder@example.org,817.738.6708,558,18-25,Married,424934,want to buy soon,1
jstewart@example.org,880-722-0769x798,733,26-35,Single,815604,job relocation,1
hsmith@example.net,545.338.0593x62411,759,36-50,Married with Kids,916158,urgent need to buy,1
yolanda45@example.com,+1-611-628-5259x406,760,26-35,Married,429553,need home loan,0
awilliams@example.com,+1-453-952-7735x101,523,18-25,Married with Kids,918691,just browsing,0
htravis@example.net,(526)477-6932,744,51+,Married with Kids,569681,urgent need to buy,1
sandra21@example.org,001-590-687-5241,594,51+,Married with Kids,987768,urgent need to buy,1
ashleywhite@example.com,560-423-8154x1309,701,26-35,Married,684859,just browsing,0
thomasmartinez@example.org,775-357-3030,666,36-50,Single,620911,want to buy soon,1
vhill@example.net,(686)330-4358x529,676,51+,Married,316187,urgent need to buy,1
jennifer51@example.net,001-503-283-8830x399,333,36-50,Single,979002,not interested,0
jerry72@example.net,2238971624,356,26-35,Married with Kids,978483,need home loan,0
brianjackson@example.org,+1-745-639-9369x6729,696,51+,Married,540104,want to buy soon,1
vegaandrea@example.net,5079572433,696,51+,Single,478444,just browsing,0
brandon98@example.com,730.700.6676x354,712,18-25,Married,778664,just browsing,0
benjaminmorrow@example.net,809.543.1592,302,26-35,Married with Kids,765285,need home loan,0
benjamin47@example.net,859.299.3167x907,622,51+,Married with Kids,396523,not interested,0
rachelweber@example.net,001-369-768-4768x733,768,51+,Married with Kids,403816,not interested,0
walkeraaron@example.net,727-943-4355,778,26-35,Single,981625,want to buy soon,1
josborne@example.org,(271)298-7322x1606,809,18-25,Married with Kids,473196,job relocation,1
james56@example.net,001-444-668-7596,790,18-25,Married with Kids,821485,need home loan,0
carol37@example.org,+1-328-232-0856,725,26-35,Married with Kids,967599,want to buy soon,1
cdavidson@example.com,4539618632,752,51+,Single,369823,just browsing,0
nrobinson@example.net,001-694-507-5685x4454,355,51+,Married with Kids,153760,just browsing,0
annedavis@example.org,418.271.1649x390,660,18-25,Married with Kids,325457,not interested,0
carriecamacho@example.net,402-439-7000x5348,760,36-50,Married with Kids,460976,need home loan,0
bartlettcharles@example.net,508-315-2116x788,495,51+,Married,882147,just browsing,0
ochavez@example.net,001-811-794-8182x18581,642,51+,Single,402938,just browsing,0
xpham@example.com,(841)520-0562,713,18-25,Married with Kids,833650,need home loan,0
norrisbarbara@example.net,+1-334-379-8684x678,565,18-25,Married,902103,want to buy soon,1
iorozco@example.com,+1-957-276-3787x475,443,51+,Single,387626,just browsing,0
steven44@example.org,263.545.2277x61423,499,36-50,Single,886924,just browsing,0
jennyharper@example.net,+1-955-485-6201,697,51+,Single,417669,want to buy soon,1
samuel81@example.com,+1-951-641-2022x000,761,26-35,Single,307024,want to buy soon,1
wwoods@example.net,535-498-9899,303,18-25,Single,784915,need home loan,0
fergusoncorey@example.org,(666)637-7673x54679,549,26-35,Single,355438,not interested,0
tfrey@example.com,594.688.9062x95534,753,18-25,Married with Kids,530841,want to buy soon,1
laurenstanley@example.net,516.500.0162,785,18-25,Married,497177,want to buy soon,1
jasonkelly@example.net,(753)225-0550x1620,663,18-25,Married,426615,want to buy soon,1
blakesmith@example.com,+1-312-951-4988,331,36-50,Married with Kids,864330,need home loan,0
danielnavarro@example.com,(795)597-4361,559,36-50,Married,141326,just browsing,0
rstevens@example.net,001-546-892-1628x6654,429,51+,Married with Kids,647412,want to buy soon,1
adambarker@example.org,+1-789-229-2096x91940,614,18-25,Married with Kids,771838,want to buy soon,1
frodriguez@example.net,(434)736-7282,699,36-50,Married,185566,not interested,0
jennifermoran@example.com,+1-273-364-2925x04187,411,51+,Married with Kids,793868,not interested,0
holtlindsey@example.org,342.463.6242x18041,624,51+,Married with Kids,100989,just browsing,0
samantha32@example.net,652-489-8587,660,51+,Single,593705,just browsing,0
jessica99@example.com,(728)460-0798x34771,329,26-35,Married,960580,not interested,0
thomasyoung@example.com,(676)363-1923,570,26-35,Single,727902,urgent need to buy,1
oscar74@example.net,332-349-1613,673,51+,Married,755807,just browsing,0
wprice@example.org,(757)405-0125,830,36-50,Married with Kids,769157,just browsing,0
claytonkara@example.net,001-645-458-9066x2497,637,26-35,Single,624442,not interested,0
wyattadam@example.net,+1-921-856-4997x025,764,51+,Married with Kids,879187,need home loan,0
elliottjoshua@example.net,(577)304-2823x28526,735,26-35,Married with Kids,960609,not interested,0
morenoshawn@example.org,635-986-4212x8887,780,51+,Married with Kids,996362,want to buy soon,1
andrewsjustin@example.net,3235694726,601,26-35,Married,706654,want to buy soon,1
kristinrodriguez@example.org,856.468.1231x400,473,36-50,Single,499683,not interested,0
lisa15@example.org,(617)455-1963,304,26-35,Single,882679,need home loan,0
riversandrea@example.org,605.987.1502,433,36-50,Single,608193,urgent need to buy,1
cbailey@example.org,374.257.8896,638,36-50,Married with Kids,946636,want to buy soon,1
evanssamuel@example.org,+1-483-916-3717x192,461,18-25,Married,561075,just browsing,0
smithjasmine@example.net,604.964.3866x0851,753,26-35,Married with Kids,623910,just browsing,0
jacobsnow@example.net,(741)436-4921x14316,352,18-25,Married,156425,need home loan,0
murphymark@example.net,264-830-6325,846,18-25,Married,237349,want to buy soon,1
bushtammy@example.org,+1-789-717-8822x85160,710,26-35,Married,116199,urgent need to buy,1
jessicasmith@example.net,001-385-488-0470x5253,605,36-50,Married,902781,job relocation,1
egray@example.com,(502)213-1480,675,26-35,Married with Kids,879236,urgent need to buy,1
regina17@example.org,(743)207-5237x185,484,51+,Single,161683,want to buy soon,1
santosjulia@example.com,(984)398-3748x3090,356,36-50,Married,565088,not interested,0
martinwilliam@example.org,+1-548-687-8583,409,51+,Single,752320,not interested,0
lalexander@example.com,995.911.7370x63511,500,26-35,Married with Kids,473978,want to buy soon,1
lauriesalazar@example.net,490-201-7690,715,36-50,Single,442951,need home loan,0
arthurestes@example.net,001-724-297-3946x189,455,36-50,Married,278036,job relocation,1
phillip33@example.com,290.548.5154,374,36-50,Single,795120,not interested,0
littlemolly@example.org,7354495941,305,36-50,Single,429835,need home loan,0
anthony37@example.com,687-896-6744,829,18-25,Single,625582,job relocation,1
michellelane@example.org,(734)338-5610x373,798,51+,Married with Kids,591646,job relocation,1
angela70@example.net,891-274-5081x2893,330,51+,Married,420387,want to buy soon,1
jennifercline@example.org,+1-231-436-1525x7164,657,26-35,Married with Kids,204607,not interested,0
nancy58@example.net,296.441.0399,646,51+,Married with Kids,858240,want to buy soon,1
bwise@example.net,397-946-1687,848,18-25,Married,885656,want to buy soon,1
nathaniel71@example.org,(528)840-2891x137,700,51+,Single,340539,need home loan,0
gbrown@example.net,+1-911-419-9059,697,18-25,Married with Kids,238784,job relocation,1
ucannon@example.net,910.243.1118,399,26-35,Married with Kids,921687,need home loan,0
catherine22@example.org,477.925.3923x8008,534,26-35,Married,272768,not interested,0
nbush@example.org,294-409-1406x5027,447,18-25,Married,605678,job relocation,1
jessica08@example.org,222.326.5242,821,36-50,Married,653255,need home loan,0
campbelldaniel@example.com,001-402-472-2068,496,26-35,Single,274747,urgent need to buy,1
jsimmons@example.com,(269)621-1134,735,36-50,Married with Kids,780600,urgent need to buy,1
brendabaker@example.com,001-584-563-7856x078,430,36-50,Single,139677,not interested,0
kenneth22@example.org,370-494-4807,587,18-25,Married with Kids,172339,job relocation,1
rtorres@example.net,001-364-769-4309,519,51+,Single,884263,urgent need to buy,1
stevenanderson@example.com,8086510566,458,26-35,Married,192114,not interested,0
sandrasuarez@example.com,575-500-8258x442,301,26-35,Single,685633,need home loan,0
thomas21@example.net,+1-806-625-8814x414,728,51+,Married with Kids,659016,urgent need to buy,1
raymond51@example.com,864-767-8913,573,51+,Married,975240,urgent need to buy,1
eperez@example.com,505.363.5271x827,656,51+,Married,782391,need home loan,0
quinnjessica@example.org,001-606-320-1610x09487,595,18-25,Single,649626,want to buy soon,1
ilong@example.org,480-772-0160x67708,372,26-35,Single,964504,need home loan,0
greenkimberly@example.net,001-285-264-4442,353,51+,Married,604261,just browsing,0
lmendez@example.org,+1-532-207-1124x2735,630,51+,Married with Kids,316120,just browsing,0
taylorstafford@example.org,450-732-1883x9744,761,18-25,Married,122903,just browsing,0
chelsea43@example.org,(406)486-1934x8666,718,36-50,Married,605107,job relocation,1
mitchellsarah@example.org,8068386134,512,51+,Married with Kids,478265,urgent need to buy,1
dwilliams@example.net,493.513.1081x45833,518,18-25,Married,968534,not interested,0
gallowaysusan@example.com,001-612-692-3183x9715,422,26-35,Married,332123,just browsing,0
barbara23@example.org,9239969303,698,36-50,Married,386822,job relocation,1
uallen@example.com,672-369-8282,457,51+,Married,566176,job relocation,1
tracyholmes@example.net,+1-967-471-7163x26178,554,26-35,Married with Kids,415392,not interested,0
parkermark@example.org,900.477.8857x26743,436,36-50,Married,391360,urgent need to buy,1
wilsongarrett@example.net,+1-264-940-0673x264,657,26-35,Married with Kids,347162,not interested,0
vcox@example.org,001-363-795-8894x62268,692,51+,Married,293564,want to buy soon,1
mgardner@example.org,001-862-938-3013,316,26-35,Married with Kids,726618,not interested,0
simmonsmatthew@example.org,(689)435-0179x29407,586,36-50,Single,380462,urgent need to buy,1
katrinawall@example.net,+1-639-518-1837,480,18-25,Single,574404,job relocation,1
pricejuan@example.net,397-626-9366x8696,437,18-25,Married with Kids,849115,want to buy soon,1
danielleon@example.org,001-438-911-3309x2700,310,36-50,Single,123460,need home loan,0
qjones@example.org,(200)512-4059x78205,450,36-50,Married,595159,need home loan,0
suarezlisa@example.com,(778)845-0627x0502,389,36-50,Married with Kids,697741,want to buy soon,1
jonestimothy@example.net,272.868.6477,824,18-25,Married with Kids,755706,want to buy soon,1
krista30@example.net,001-891-331-9933x2372,612,36-50,Married,122441,not interested,0
jamesbrown@example.com,(784)844-8057x003,505,18-25,Married,209069,urgent need to buy,1
john54@example.net,+1-824-464-5306x353,405,18-25,Single,815610,urgent need to buy,1
rdawson@example.com,367-714-4490x503,780,51+,Married,571942,just browsing,0
hmills@example.org,7799764561,452,51+,Married with Kids,692400,urgent need to buy,1
jonesmark@example.com,9247839036,722,26-35,Married with Kids,670033,want to buy soon,1
robert92@example.net,9434422345,337,26-35,Married,753033,just browsing,0
beltranlisa@example.com,414.352.9975x33314,448,18-25,Married with Kids,559435,need home loan,0
clarkeric@example.org,551.778.4751,363,26-35,Married with Kids,791713,not interested,0
jhodge@example.org,+1-467-892-9350,587,51+,Married,809822,just browsing,0
katherine03@example.net,349-943-2320,809,26-35,Married,218626,not interested,0
dhumphrey@example.net,(218)727-8404,396,51+,Single,463399,just browsing,0
perryantonio@example.com,8043341868,569,36-50,Married with Kids,798396,need home loan,0
cstewart@example.com,(518)980-2972x3154,578,51+,Single,358799,job relocation,1
cummingskaren@example.org,001-285-353-7677,619,51+,Married,510075,just browsing,0
fmiller@example.org,7988275573,556,36-50,Single,453904,need home loan,0
elijah04@example.org,273.959.6174x350,602,51+,Single,510828,not interested,0
nortondavid@example.org,+1-561-545-2770x87931,671,36-50,Married,351791,want to buy soon,1
scottbrandi@example.com,329.539.0139,848,26-35,Married with Kids,332479,need home loan,0
hchan@example.org,638-301-1800x1753,721,26-35,Married with Kids,453245,want to buy soon,1
